"Card Name","Card ID","Short Card ID","Card URL","Board Name","Board ID","List Name","List ID","Members","Labels","Card Created Date","Due Date","Description","Checklist Items Total","Checklist Items Completed","Attachments","Location","Votes","Number of Comments","Last Activity Date"
"Reunião Bimestral com Coordenadores - Dez/23","65807b9b0084822f879b4ca4",58,"https://trello.com/c/9y7TWkgj/58-reunião-bimestral-com-coordenadores-dez-23","Programa Em Rede - Ciclo 2","64624187bb4f9c38ba5d9d52","REUNIÕES CONJUNTAS","646242624e991c6365b4bcc6","Cecilia Hasner, Gabriel T., Humberto Henrique Ramos Brotto, Paula Delmaestro","","2023-12-18 14:04","2023-12-18","**Participantes**: José Aires, Paula, Humberto, Anilton, Cecilia e Gabriel

**Pauta**:

1. Alinhamento sobre os relatórios mensais
2. Revisão do calendário de eventos de 2024
3. Alinhamento sobre apresentação de resultados para o conselho
4. Data da realização do Planejamento 2024
5. Assuntos gerais

![image.png](https://trello.com/1/cards/65807b9b0084822f879b4ca4/attachments/65807c1e919568a04c067c13/download/image.png)

‌

**Alinhamento sobre os relatórios mensais**

- Mudar o período de resposta do formulário, por exemplo, cada 2 ou 3 meses - bimestral ou TRIMESTRAL (maior votação).
- Poder inserir mais de um arquivo (já alterado).
- Reuniões ordinárias quadrimestral (3 ao ano - Março, Julho e Novembro - 3a semana, 2a feiras das 13:30 às 14:30 horas).
- Reuniões extraordinárias para eventos específicos.

**Revisão do calendário de eventos de 2024**

Falta preencher, a maioria ainda está definindo a agenda. Por exemplo, Ufes tem mudança de reitor.

Em março haverá mais certeza da programação.

**Alinhamento sobre apresentação de resultados para o conselho**

Foi solicitado para cada coordenador o levantamento das metas e entregas do Projeto submetido e aprovado pela Fapes em 2023.

**Data da realização do Planejamento 2024**

Abordar: Plano de Comunicação dos NITs, Ações, Capacitações.

**Dia 10/01 - 14 horas - Local: Cidade da Inovação**

**Assuntos gerais**

Sugestões de José Aires: para o próximo ano um processo diferente:
1)-Reuniões conjuntas dos coordenadores, duas ordinárias, uma no primeiro semestre e outra no segundo semestre previamente agendadas, ou quando necessario;
2)- Reuniões dos Nit separadas, a cada 2-3 meses, podendo uma ser coincidente com a dos coordenadores.

Internacionalização: Parceria aprovado pelo edital do CNPq (repositório de dados) entre Incaper, Ufes, UFV e Institutos de Pesquisa do México.

---

\--

IFES - vai iniciar o plano de comunicação em 2024

Incaper - tem 3 centros - 78 escritórios

Metas - 2024 - interiorização do Programa Em Rede - o que fazer como plano de ação

---

Relatórios trimestrais - APROVADO por todos

Reuniões ordinárias  quadrimestrais - terceira semana - tarde - 13h30 - segunda-feira - estabelecer calendário fixo - Março / Julho / Novembro

‌

![image.png](https://trello.com/1/cards/65807b9b0084822f879b4ca4/attachments/658081174828bd89fb2738aa/download/image.png)

Reuniões fora da RM de Vitória: agenda com antecedência.",,,"image.png : https://trello.com/1/cards/65807b9b0084822f879b4ca4/attachments/65807c1e919568a04c067c13/download/image.png
image.png : https://trello.com/1/cards/65807b9b0084822f879b4ca4/attachments/658081174828bd89fb2738aa/download/image.png
image.png : https://trello.com/1/cards/65807b9b0084822f879b4ca4/attachments/65808829f481bab927a9f244/download/image.png",,0,"0 comments","2025-04-10T17:10:05.124Z"
"Reunião coordenadores JAN/2024","65ae7523609f7dc23382534f",62,"https://trello.com/c/orvNClQS/62-reunião-coordenadores-jan-2024","Programa Em Rede - Ciclo 2","64624187bb4f9c38ba5d9d52","REUNIÕES CONJUNTAS","646242624e991c6365b4bcc6","Cecilia Hasner, Gabriel T.","","2024-01-22 11:01","2024-01-10","Participantes:
Ifes – Paula e Humberto
Ufes – Marcelo, José Carlos, Paula e Maria Eduarda
Incaper – José Aires
Em Rede – Cecilia e Gabriel

Atividade 1 – Pontos Positivos em 2023 do em Rede e dos NITs
Atividade 2 – Pontos Negativos em 2023 do em Rede e dos NITs
Atividade 3 – Votação – 3 votos por pessoa nos pontos mais importante 
Organização de atividades com antecedência
Equipe reduzida
Gestão de ativos em conjunto
Pouca interatividade
Interação e apoio / troca de expertise

Sugestão para planejamento
Falta de recursos em geral (pessoas, software etc) afeta muito a performance do NIT.
Demonstrar para a Fapes o que deixa de ser feito nos NITs por falta desse tipo de recursos, ou falta de interação interinstitucional, burocracia 
Realizar seminários com Procuradores e Gestores Públicos para sensibilizar e mostrar os trabalhos dos NITs e do Em Rede.
Preparar material para facilitar o entendimento quando existe troca de procuradores etc.
Participação com o INPI Regional para melhorar interatividade (acesso BI do INPI por exemplo)
Usar o Fortec ou Abpi para atuar como Interlocutor com o INPI e o MAPA, e levando as sugestões ou dores do ES.

Revisão do Cronograma
O ponto de pauta importante é a Plataforma única e o recurso do bolsista até agora não alocado. 
Possibilidades Bolsista: 
alocar para integração para a internacionalização
alocar para bolsista do Ifes para 4 meses para a substituição do Athilio
outro uso, como por exemplo, para o levantamento solicitado pela Fiocruz – período
Primeiro seria fazer a justificativa para alterar o Plano de Trabalho e a entrega. Mostrando o Integra os IF’s, MEC (Sisu), falando que a entrega seria só um protótipo.
Captação de recursos para participar eventos – participação na Sistema Nacional de CT&I, entre outros.",,,"Planejamento+Estratégico_10.01.24.docx : https://trello.com/1/cards/65ae7523609f7dc23382534f/attachments/65ae756a5093ec6db4a81872/download/Planejamento%2BEstrat%C3%A9gico_10.01.24.docx
IMG-20240110-WA0038.jpg : https://trello.com/1/cards/65ae7523609f7dc23382534f/attachments/65ae75c2c9b28d8cabb7ddef/download/IMG-20240110-WA0038.jpg
IMG-20240110-WA0037.jpg : https://trello.com/1/cards/65ae7523609f7dc23382534f/attachments/65ae75c3cba1cc1db19b3b52/download/IMG-20240110-WA0037.jpg
IMG-20240110-WA0030.jpg : https://trello.com/1/cards/65ae7523609f7dc23382534f/attachments/65ae75c5f4e3e4bfadee7c1c/download/IMG-20240110-WA0030.jpg
IMG-20240110-WA0031.jpg : https://trello.com/1/cards/65ae7523609f7dc23382534f/attachments/65ae75c7627df1b86f3063cc/download/IMG-20240110-WA0031.jpg
IMG-20240110-WA0032.jpg : https://trello.com/1/cards/65ae7523609f7dc23382534f/attachments/65ae75c86d3178bfced805cd/download/IMG-20240110-WA0032.jpg
IMG-20240110-WA0034.jpg : https://trello.com/1/cards/65ae7523609f7dc23382534f/attachments/65ae75ca9345e84c301a9ae4/download/IMG-20240110-WA0034.jpg
IMG-20240110-WA0035.jpg : https://trello.com/1/cards/65ae7523609f7dc23382534f/attachments/65ae75cbdc34d284de0a5418/download/IMG-20240110-WA0035.jpg
IMG-20240110-WA0033.jpg : https://trello.com/1/cards/65ae7523609f7dc23382534f/attachments/65ae75cd82a765ce44686885/download/IMG-20240110-WA0033.jpg
IMG-20240110-WA0036.jpg : https://trello.com/1/cards/65ae7523609f7dc23382534f/attachments/65ae75cfed3fdaaa65b009c8/download/IMG-20240110-WA0036.jpg",,0,"0 comments","2025-04-10T17:10:05.130Z"
"Reunião coordenadores MAR/2024","6604534d0c70b23f3d197229",68,"https://trello.com/c/AkSVIlXX/68-reunião-coordenadores-mar-2024","Programa Em Rede - Ciclo 2","64624187bb4f9c38ba5d9d52","REUNIÕES CONJUNTAS","646242624e991c6365b4bcc6","Cecilia Hasner, Gabriel T., Paula Delmaestro, Programa Em Rede","","2024-03-27 14:11","2024-03-28","**Participantes**

Em Rede - Gabriel e Cecilia

Ifes - Gabriel Potin e Maria Paula

Incaper - José Aires

**PAUTA**

- Formulário de acompanhamento
- Repasse do primeiro ano do segundo ciclo
- Cronograma de 2024
- Atualizações do acompanhamento (Eixo e Escopo)

Foi abordado todos os pontos da pauta e pactuado que preencham as ações dos NITs dos Eixos correspondentes, através da pasta do Drive compartilhada.

Dia 23 ou 24 - evento em conjunto para a Semana da Propriedade Intelectual.

![image.png](https://trello.com/1/cards/6604534d0c70b23f3d197229/attachments/66045f560d42adc2cf817093/download/image.png)",,,"image.png : https://trello.com/1/cards/6604534d0c70b23f3d197229/attachments/6604535357a10b0ec47ba7ad/download/image.png
image.png : https://trello.com/1/cards/6604534d0c70b23f3d197229/attachments/66045f560d42adc2cf817093/download/image.png",,0,"0 comments","2025-04-10T17:10:04.806Z"
"Reunião 19/04","66267180213b84a64cfaf646",74,"https://trello.com/c/PWm9YdeM/74-reunião-19-04","Programa Em Rede - Ciclo 2","64624187bb4f9c38ba5d9d52","REUNIÕES CONJUNTAS","646242624e991c6365b4bcc6","Cecilia Hasner","","2024-04-22 11:17","2024-04-19","",,,"image.png : https://trello.com/1/cards/66267180213b84a64cfaf646/attachments/662671d4b924082eaacb5b25/download/image.png",,0,"0 comments","2025-04-10T17:10:04.807Z"
"Reunião Bimestral 31/05","665a07b3fc1d8e039b84dfc3",78,"https://trello.com/c/o7PR75Fm/78-reunião-bimestral-31-05","Programa Em Rede - Ciclo 2","64624187bb4f9c38ba5d9d52","REUNIÕES CONJUNTAS","646242624e991c6365b4bcc6","Anilton Salles, Cecilia Hasner, Paula Delmaestro, Programa Em Rede","","2024-05-31 14:24","2024-06-01","**Participantes**

Ifes - Paula, Gabriel

Incaper - José Aires

Ufes - Anilton

Em Rede - Cecilia e Gabriel

**Pauta**

- Atualização dos relatórios e acompanhamento bimestral
- Prestação de Contas- Atualização sobre o novo integrante da equipe do Em Rede - Pendente -
- Planejamento Estratégico e Capacitação - atualização e iniciativas - Planejamento de Marketing para cada NIT (Serão realizadas 3 oficinas, 1 para cada NIT) -
- Proposta para evento de interiorização - Internacionalização - Seminário no Chile -
- ESX - participação dos NITs -
- Assuntos Gerais

A contratação Ricardo Yogui tem um risco para a própria Fapes. Usar a RESOLUÇÃO para viabilizar.

Sugestões: e encaminhamentos

1. Caio Fabrício Gonçalves Farias - Cinema e Audiovisual (Incaper) - oficina para bolsistas
2. OFICINA - para fazer um Esboço de Planejamento de Marketing para os 3 NITs - Paula sugeriu fazer uma modelagem para dar mais fluidez na comunicação. **Dia 26 de junho às 8:30 na Cidade da Inovação**
3. Seminário no Chile - 15 interessados do Ufes, Ifes e Incaper
4. Interiorização - se preocupar com a divulgação
5. Ricardo Yogui - averiguar uso da Resolução para justificar mudança de rúbrica

‌

![image.png](https://trello.com/1/cards/665a07b3fc1d8e039b84dfc3/attachments/665a07c571bb992d43f6e2bf/download/image.png)

![image.png](https://trello.com/1/cards/665a07b3fc1d8e039b84dfc3/attachments/665a0dd39de16165ee9ec300/download/image.png)",,,"image.png : https://trello.com/1/cards/665a07b3fc1d8e039b84dfc3/attachments/665a07c571bb992d43f6e2bf/download/image.png
image.png : https://trello.com/1/cards/665a07b3fc1d8e039b84dfc3/attachments/665a0dd39de16165ee9ec300/download/image.png",,0,"0 comments","2025-04-10T17:10:04.802Z"
"Reunião Incaper - Bolsistas 03/07/24","66858a89670958b87a062251",83,"https://trello.com/c/LN6JPQFM/83-reunião-incaper-bolsistas-03-07-24","Programa Em Rede - Ciclo 2","64624187bb4f9c38ba5d9d52","REUNIÕES CONJUNTAS","646242624e991c6365b4bcc6","Programa Em Rede","ESTRUTURA DE APOIO - green_light","2024-07-03 14:29","2024-07-04","‌

**Pauta**:

Definição dos bolsistas nas atividades do Em Rede, conforme lista abaixo:

1. Prospecção Tecnológica-
   Ifes - Ariana
   Ufes- Maurício Vieira
   _Incaper_ - Cristiane e Merielem
2. Prospecção de Leads
   Ifes- Humberto e Jessica
   Ufes - João Augusto Garcia Perroud
   _Incaper_ - Cristiane
3. Implementação do Plano de Marketing
   Ifes - Paula
   Ufes- Clara e Alexandrina S. de Almeida
   _Incaper_ - Cristiane, Vanessa, Esther, Daniel e Caio
4. Plano de Captação de Recursos
   Ifes - Fernanda Piccoreli
   Ufes - Maria Eduarda Zanotti
   _Incaper_ - Aparecida, Vanessa, Cristiane

![image.png](https://trello.com/1/cards/66858a89670958b87a062251/attachments/66858d203a27bc2c70ec3088/download/image.png)",,,"image.png : https://trello.com/1/cards/66858a89670958b87a062251/attachments/66858d203a27bc2c70ec3088/download/image.png",,0,"0 comments","2025-04-10T17:10:04.124Z"
"Reunião 24/07 Coordenadores","66a1332c60ad48c9a65ec805",90,"https://trello.com/c/pl9sCllx/90-reunião-24-07-coordenadores","Programa Em Rede - Ciclo 2","64624187bb4f9c38ba5d9d52","REUNIÕES CONJUNTAS","646242624e991c6365b4bcc6","Gabriel T., Programa Em Rede","","2024-07-24 14:00","2024-07-24","**Participantes**:

Ifes - Humberto

Ufes - Miriam e Anilton

Incaper - José Aires

Em Rede - Cecilia e Gabriel

**Pauta**:

- Atualização sobre o Seminário Brasil-Chile
- Atualização sobre situação novo integrante do Em Rede - iniciar em 01/08 + 08 meses - aprovado
- Realizar uma integração em evento presencial com o Ricardo Yogui
- Atualização dos avanços dos Grupos de Trabalho - cronograma GT bolsistas - 6 encontros quinzenais (Jul - Out/24) -
- Definir data do evento online de interiorização: edição online - 1h30 - FORTEC - responderam à pesquisa? participação no Fortec Nacional? -
- Programa governo RHAE - - alguém está vislumbrando isso nos NITs? - Política de Inovação - IFES e UFES - atualizadas, Incaper - ?
- Introdução da Miriam Magdala, como uma Gerencia do DIT

**Encaminhamentos**:

1. Levantamento de custos para o Seminário no Chile: diárias da Fapes (170 dólares para Chile), passagens
2. Parcerias SEAG, MRE, MCTI, Apex, Instituto Guimarães Rosa
3. Preencher formulário do MCI para captar recursos (a ser enviado Anilton)
4. Agendar evento para 5a feira 15/08 à tarde, 14:00 às 18:00 horas (verificar disponibilidade na Cidade da Inovação, ou Ufes)
5. Agendar os 2 outros grupos dos bolsistas, um com Ricardo Yogui e outro com Gabriel Torobay como líder
6. Agendar evento de Interiorizar: a ser agendado online
7. RHAE - Ufes não iniciou para priorizar editais da Finep por terem maiores recursos;
8. Política de Inovação - Incaper reformulou a política do NIT e será encaminhado para o Em Rede

![image.png](https://trello.com/1/cards/66a1332c60ad48c9a65ec805/attachments/66a13505412539fe23309dae/download/image.png)

![image.png](https://trello.com/1/cards/66a1332c60ad48c9a65ec805/attachments/66a135b5f88e98d7047bdb5e/download/image.png)

![image.png](https://trello.com/1/cards/66a1332c60ad48c9a65ec805/attachments/66a13e0dfb8fbc46f90afe02/download/image.png)",,,"image.png : https://trello.com/1/cards/66a1332c60ad48c9a65ec805/attachments/66a13505412539fe23309dae/download/image.png
image.png : https://trello.com/1/cards/66a1332c60ad48c9a65ec805/attachments/66a135b5f88e98d7047bdb5e/download/image.png
image.png : https://trello.com/1/cards/66a1332c60ad48c9a65ec805/attachments/66a13e0dfb8fbc46f90afe02/download/image.png",,0,"0 comments","2025-04-10T17:10:04.156Z"
"Reunião Extra - 15/08/24","66be3a6dabe70eb43c462180",95,"https://trello.com/c/euHwTtuQ/95-reunião-extra-15-08-24","Programa Em Rede - Ciclo 2","64624187bb4f9c38ba5d9d52","REUNIÕES CONJUNTAS","646242624e991c6365b4bcc6","Programa Em Rede","","2024-08-15 14:27","2024-08-16","**Participantes**: José Aires, Miriam e Humberto.

**Pauta**: atualização dos trabalhos com os bolsistas, da contratação do Yogui e do Seminário Internacional.

![image.png](https://trello.com/1/cards/66be3a6dabe70eb43c462180/attachments/66be3a8f832c66debed0ae43/download/image.png)",,,"image.png : https://trello.com/1/cards/66be3a6dabe70eb43c462180/attachments/66be3a8f832c66debed0ae43/download/image.png",,0,"0 comments","2025-04-10T17:10:03.795Z"
"Reunião 21.11.24 Fapes","67407922bd746d44a5e443f7",115,"https://trello.com/c/eUb5tp4D/115-reunião-211124-fapes","Programa Em Rede - Ciclo 2","64624187bb4f9c38ba5d9d52","REUNIÕES CONJUNTAS","646242624e991c6365b4bcc6","Anilton Salles, Cecilia Hasner, Gabriel T., Humberto Henrique Ramos Brotto, Programa Em Rede, YOGUI","","2024-11-22 09:29","2024-11-22","Pauta:

- Evidências dos formulários de acompanhamento de metas;
- Mostrar resultados preliminares do acompanhamento (tabela e gráficos);
- Resultados preliminares do Grupo de Trabalho - Prospecção, Leads, Captação de Recursos e Marketing;
- Uso do valor remanescente do Em Rede
- Resultados Internacionalização
- Fomento
- Próximos passos

Participantes: Cecilia, Gabriel, Ricardo, Elton, Rodrigo (presidente Fapes), Miriam (Ufes), José Aires (Incaper), Humberto (Ifes) e Anilton.

![image.png](https://trello.com/1/cards/67407922bd746d44a5e443f7/attachments/674079f9f245b33d8ea233ec/download/image.png)",,,"image.png : https://trello.com/1/cards/67407922bd746d44a5e443f7/attachments/674079f9f245b33d8ea233ec/download/image.png",,0,"0 comments","2025-04-10T17:10:03.797Z"
"Reunião Coordenadores 15/0125","6787e8d50e548e3b7161cf4c",119,"https://trello.com/c/Vb3gdZUf/119-reunião-coordenadores-15-0125","Programa Em Rede - Ciclo 2","64624187bb4f9c38ba5d9d52","REUNIÕES CONJUNTAS","646242624e991c6365b4bcc6","Anilton Salles, Cecilia Hasner, Gabriel T., Humberto Henrique Ramos Brotto, Paula Delmaestro, Programa Em Rede, YOGUI","GESTÃO - blue","2025-01-15 13:56","2025-01-16","**Participantes:** Humberto, Paula, Anilton, Aires, Cecilia, Torobay e Yogui.

**Pauta:**

- Acompanhamento bimestral
- Palestra dia 27/01 - com intérprete
- Trabalho com Grupo de bolsistas - entregas finais
- Evento Final dia 27/03
- Assuntos Gerais

**Encaminhamentos:**

Convidar comentaristas para dia 27 de janeiro, incluindo Fortec, INPI, Vale e Gadelha.

**Entrega dos Grupos de Bolsistas:**

1. Prospecção - fazer o desdobramento como ex. publicações
2. Leads - retomar para cobrar relatórios finais
3. Captação - relatório previsto para 30/01
4. Comunicação - acompanhamento dos trabalhos realizados e entrega com resultados finais

**Evento de Encerramento do 2o Ciclo:**

_SUGESTÕES: Incluir além dos Reitores, os Diretores Gerais de cada ICT. Fazer convites oficiais com texto conciso. Retirar a Embrapii. Inserir e a MCI (Iomar e o Matheus), chamar Secti (secretário). Se tem EDP e um contraponto que é a Arcelor ou Vale (patente supressora de poeira). Melhorar a parte do AGRO - o governo fez o Pedagro 4 (Michel ou o Enio da Seag), que inclui toda a cadeia._

Podemos convidar a Iara para o workshop, falando de transf tecnológica.

EVENTO Interação ICT e empresas na Neoindustrialização do Espírito Santo - 27 de Março

- Apresentação completa: [https://www.canva.com/design/DAGQRSqBoqQ/VRt5ERC1Mxh55kHq40DGiw/edit](https://www.canva.com/design/DAGQRSqBoqQ/VRt5ERC1Mxh55kHq40DGiw/edit ""‌"")
- Planilha de convidados: [https://docs.google.com/spreadsheets/d/1fEsQ6Ui5dxib2hSEq-4R1Bvl3did3uPvVVMpGJn2238/edit?gid=1449817904#gid=1449817904](https://docs.google.com/spreadsheets/d/1fEsQ6Ui5dxib2hSEq-4R1Bvl3did3uPvVVMpGJn2238/edit?gid=1449817904#gid=1449817904 ""‌"")
- Link do evento para envio aos convidados:

![image.png](https://trello.com/1/cards/6787e8d50e548e3b7161cf4c/attachments/6787ebd4ca26a04aed671ffe/download/image.png)

![image.png](https://trello.com/1/cards/6787e8d50e548e3b7161cf4c/attachments/6787ef082ce513c4e97801fe/download/image.png)",,,"image.png : https://trello.com/1/cards/6787e8d50e548e3b7161cf4c/attachments/6787ebd4ca26a04aed671ffe/download/image.png
image.png : https://trello.com/1/cards/6787e8d50e548e3b7161cf4c/attachments/6787ef082ce513c4e97801fe/download/image.png
image.png : https://trello.com/1/cards/6787e8d50e548e3b7161cf4c/attachments/6787f6a9b88d007705ae9274/download/image.png",,0,"0 comments","2025-04-10T17:10:03.957Z"
